iddd2,Código,Item,n_resposta,train_subj,resp_relacao3,y_theta,y_score1,y_score2
W0356A061,W0356,A06,1,1,Onibus é o pessoas da Cidade. porque ele corre,1,0,0
W0356A071,W0356,A07,1,1,Cabide é o guardachuva da Roupa. porque para pindura,1,0,0
W0356A091,W0356,A09,1,1,Peixes é o lixo da Mar. porque cheira mal,3,1,1
W0357E011,W0357,E01,1,1,Buzina é o apito da Carro. porque ele é tipo uma buzina,3,1,1
W0357E012,W0357,E01,2,1,Buzina é o microfone da Carro. porque você pode imitar qualquer coisa,2,0,0
W0357E013,W0357,E01,3,1,Buzina é o rádio da Carro. porque passa no rádio várias buzinas,1,0,0
W0357E021,W0357,E02,1,1,Grama é o sítio com plantação da Terra. tem grama com várias plantações,1,0,0
W0357E022,W0357,E02,2,1,Grama é o gramado da Terra. tem grama em um gramado,1,0,0
W0357A031,W0357,A03,1,1,Estrelas é o luz da Noite. porque a luz brilha e as estrelas brilham,3,1,1
W0357A041,W0357,A04,1,1,Bola é o chute da Jogadores. uma coisa que rola,1,0,0
W0357A042,W0357,A04,2,1,Bola é o tatu da Jogadores. ele vira bola,1,0,0
W0357A043,W0357,A04,3,1,Bola é o chiclete da Jogadores. rola,1,0,0
W0357A051,W0357,A05,1,1,Planetas é o terra da Sol. tem varias terras,1,0,0
W0357A071,W0357,A07,1,1,Cabide é o coloca da Roupa. a roupa,1,0,0
W0357C081,W0357,C08,1,1,Porta é o fecha da Casa. fecha a casa,1,0,0
W0357C082,W0357,C08,2,1,Porta é o protege da Casa. protege a casa,1,0,0
W0357A091,W0357,A09,1,1,Peixes é o animais da Mar. eles abitam o mar,1,0,0
W0358E011,W0358,E01,1,1,"Buzina é o alarme da Carro. porque ao buzinar nos mostra tipo um alarme ""usado"" no carro",2,0,0
W0358E012,W0358,E01,2,1,Buzina é o barulho da Carro. porque ao buzinar faz aquela barulheira,2,0,0
W0358E013,W0358,E01,3,1,Buzina é o bagunça da Carro. porque às vezes pode desparar e causar a bagunça,1,0,0
W0358E021,W0358,E02,1,1,Grama é o cobertor da Terra. porque sempre está cobrindo a terra,3,1,1
W0358E022,W0358,E02,2,1,Grama é o segurança da Terra. porque pode proteger a terra,3,1,1
W0358E023,W0358,E02,3,1,Grama é o infeite da Terra. porque com a grama não podemos ver a terra,3,1,1
W0358A031,W0358,A03,1,1,Estrelas é o luzes da Noite. porque está iluminando a noite,3,1,1
W0358A032,W0358,A03,2,1,Estrelas é o infeite da Noite. porque infeita a noite,3,1,1
W0358A033,W0358,A03,3,1,Estrelas é o meteoros da Noite. porque se falam que estrelas são cadentes,1,0,0
W0358A034,W0358,A03,4,1,"Estrelas é o indempendencia da Noite. porque sem elas a noite não pode ser bonita, iluminada...",2,0,0
W0358A041,W0358,A04,1,1,Bola é o importância da Jogadores. porque sem ela não da para jogar,1,0,0
W0358A042,W0358,A04,2,1,"Bola é o brincadeira da Jogadores. porque com ela, eles sempre estão brincando",2,1,0
W0358A043,W0358,A04,3,1,Bola é o conquiatadora da Jogadores. porque está conquistando os jogadores,3,1,1
W0358A051,W0358,A05,1,1,Planetas é o parentes da Sol. porque as vezes estará com o sal,3,1,1
W0358A052,W0358,A05,2,1,Planetas é o amigos da Sol. porque sempre está do seu lado,3,1,1
W0358A061,W0358,A06,1,1,"Onibus é o automóveis da Cidade. porque está andando, comparecendo à cidade sempre",1,0,0
W0358A062,W0358,A06,2,1,Onibus é o importancias da Cidade. para a chegada a cidade usando eles,1,0,0
W0358A071,W0358,A07,1,1,Cabide é o amigo da Roupa. porque sempre está carretgando o companheiro,3,1,1
W0358A072,W0358,A07,2,1,Cabide é o companheiro da Roupa. porque faz o companheirrismo para ela,3,1,1
W0359E011,W0359,E01,1,0,Buzina é o corneta da Carro. porque faz barulho,3,1,1
W0359E012,W0359,E01,2,0,Buzina é o apito da Carro. porque tem barulho e apita como a buzina,3,1,1
W0359E013,W0359,E01,3,0,Buzina é o o barulho da ambulância da Carro. porque parece ser o som de uma buzinha,2,0,0
W0359E014,W0359,E01,4,0,Buzina é o música da Carro. pois tem várias músicas que emite o som da buzina,3,1,1
W0359E021,W0359,E02,1,0,Grama é o folha da Terra. porque grama é folha,1,0,0
W0359E022,W0359,E02,2,0,Grama é o mata da Terra. porque é a mesma coisa que grama (folha),1,0,0
W0359E023,W0359,E02,3,0,"Grama é o gramado da Terra. tem o mesmo significado folha, grama...",1,0,0
W0359A031,W0359,A03,1,0,Estrelas é o constelação da Noite. pois é o coletivo de estrelas,1,0,0
W0359A032,W0359,A03,2,0,Estrelas é o brilho da Noite. porque a estrela é um brilho na noite,3,1,1
W0359A041,W0359,A04,1,0,Bola é o redonda da Jogadores. porque é redondo,1,0,0
W0359A042,W0359,A04,2,0,Bola é o círculo da Jogadores. porque é um círculo,1,0,0
W0359A051,W0359,A05,1,0,Planetas é o estrela da Sol. porque é redondo e fica no céu,1,0,0
W0359A061,W0359,A06,1,0,"Onibus é o automóvel da Cidade. porque é um automóvel, como o carro",1,0,0
W0359A062,W0359,A06,2,0,Onibus é o combustível da Cidade. porque é a mesma coisa que automóvel,1,0,0
W0359A071,W0359,A07,1,0,Cabide é o segura roupas da Roupa. pois segura a roupa na guarda-roupa,1,0,0
W0360E011,W0360,E01,1,1,Buzina é o sinal da Carro. porque quando liga faz um barulho dizendo que chegou,3,1,1
W0360E012,W0360,E01,2,1,Buzina é o antenção da Carro. porque quando está andando serve para chamar atenção do outro motorista,2,0,0
W0360E021,W0360,E02,1,1,Grama é o proteção da Terra. porque quando cresce cuida da terra,2,0,0
W0360E022,W0360,E02,2,1,Grama é o ajuda da Terra. porque não deixa a terra ficar dura,1,0,0
W0360A031,W0360,A03,1,1,Estrelas é o iluminação da Noite. porque que quando a noite cai elas ajudam a lua a iluminar o céu,3,1,1
W0360A032,W0360,A03,2,1,Estrelas é o luz da Noite. porque quando estão no céu parecem lâmapdas,3,1,1
W0360A041,W0360,A04,1,1,Bola é o amiga do jogador da Jogadores. porque e ela que joga faz o gol,1,0,0
W0360A051,W0360,A05,1,1,Planetas é o parentes da Sol. por que o sol e a lua iluminam eles,3,1,1
W0360A061,W0360,A06,1,1,Onibus é o amigo dos pedestres da Cidade. porque e ele que leva-os pra casa,2,0,0
W0360A071,W0360,A07,1,1,Cabide é o acessório da Roupa. porque e ele que pincura a roupa no guarda-roupa,1,0,0
W0360A091,W0360,A09,1,1,Peixes é o infeites da Mar. por que eles ajudam a água. E ficam brincando nela,3,1,1
W0361E011,W0361,E01,1,1,Buzina é o barulho da Carro. o carro tem esse barulho para atrair pessoas,1,0,0
W0361E021,W0361,E02,1,1,Grama é o chão da Terra. porque a gente pode usar,1,0,0
W0361A031,W0361,A03,1,1,Estrelas é o brilhantes da Noite. porque elas brilham a noite,3,1,1
W0361A041,W0361,A04,1,1,Bola é o igual da Jogadores. porque alguns esportes praticam a bola,1,0,0
W0362E011,W0362,E01,1,1,Buzina é o banda da Carro. porque adora fazer barulho,3,1,1
W0362E012,W0362,E01,2,1,Buzina é o guitarra da Carro. porque faz um barulho ensurdecedor,3,1,1
W0362E021,W0362,E02,1,1,Grama é o tapete da Terra. porque cobre a terra,3,1,1
W0362E022,W0362,E02,2,1,Grama é o vestido da Terra. porque veste a terra com suas folhas verdes,3,1,1
W0362A031,W0362,A03,1,1,Estrelas é o vigias da Noite. porque na noite vigiam tudo lá no céu,3,2,2
W0362A032,W0362,A03,2,1,"Estrelas é o companheiro da Noite. porque na noite inteira elas estão lá, fazendo companhia a lua",3,1,1
W0362A041,W0362,A04,1,1,Bola é o companhia da Jogadores. os jogadores dela para fazer o gol,1,0,0
W0362A051,W0362,A05,1,1,Planetas é o amigos da Sol. porque eles sempre estão lá com o sol,3,1,1
W0362A052,W0362,A05,2,1,Planetas é o mascotes da Sol. porque todos só andam em volta dele,3,1,1
W0362A061,W0362,A06,1,1,Onibus é o camelos da Cidade. porque eles levam para todos os lugares,3,1,1
W0362C081,W0362,C08,1,1,Porta é o ligação da Casa. porque liga a casa até a rua,2,0,0
W0362A091,W0362,A09,1,1,Peixes é o flores da Mar. porque enfeitam o mar,3,1,1
W0363E011,W0363,E01,1,1,Buzina é o tambor da Carro. porque as pessoas batem toda hora,3,1,1
W0363E012,W0363,E01,2,1,"Buzina é o banda da Carro. toca, toca e nunca para",3,1,1
W0363E013,W0363,E01,3,1,Buzina é o sina da Carro. o barulho é grande,1,0,0
W0363E021,W0363,E02,1,1,"Grama é o quadro da Terra. escreve, apaga",1,0,0
W0363E022,W0363,E02,2,1,Grama é o planta da Terra. precisam muita das águas para crescer,1,0,0
W0363A041,W0363,A04,1,1,"Bola é o roda da Jogadores. anda pra lá, pra cá",3,1,1
W0363A051,W0363,A05,1,1,Planetas é o lixo da Sol. sempre poluída,1,0,0
W0363A061,W0363,A06,1,1,Onibus é o buzina da Cidade. não anda sem fazer barulho,3,1,1
W0363A062,W0363,A06,2,1,Onibus é o banda da Cidade. faz barulho toda hora,3,1,1
W0363A071,W0363,A07,1,1,Cabide é o guarda-roupa da Roupa. guarda roupa,1,0,0
W0363C081,W0363,C08,1,1,Porta é o janela da Casa. abre e fecha,1,0,0
W0363C082,W0363,C08,2,1,Porta é o joaleria da Casa. abre e fecha,1,0,0
W0363A091,W0363,A09,1,1,"Peixes é o submarino da Mar. nada, nada",3,1,1
W0364E011,W0364,E01,1,1,Buzina é o alerta de que está veindo um carro da Carro. porque se tiver um pedestre atravessando ela avisa biiiiii!,1,0,0
W0364E012,W0364,E01,2,1,Buzina é o caixa de som da Carro. porque é barulhenta,3,1,1
W0364E021,W0364,E02,1,1,Grama é o verde da Terra. porque da cor ao local,1,0,0
W0364E022,W0364,E02,2,1,Grama é o couve da Terra. porque é verdinha,3,1,1
W0364A031,W0364,A03,1,1,Estrelas é o brilhos do céu da Noite. porque brilha o céu a noite,2,0,0
W0364A032,W0364,A03,2,1,Estrelas é o beleza da Noite. porque dá beleza á noite,3,1,1
W0364A041,W0364,A04,1,1,Bola é o paixão da Jogadores. porque se não tiver bola como vai jogar?,1,0,0
W0364A051,W0364,A05,1,1,Planetas é o a existência do sol da Sol. se não tivesse planeta pra que teria o sol,1,0,0
W0364A052,W0364,A05,2,1,Planetas é o o aquecedor de plantas da Sol. porque aquece os planetas,1,0,0
W0364A061,W0364,A06,1,1,Onibus é o gols da Cidade. porque anda sempre lotado (grandes ônibus lotados) - gols,1,0,0
W0364A062,W0364,A06,2,1,Onibus é o transportes da Cidade. porque a gente precisa dele para transportar,1,0,0
W0364A071,W0364,A07,1,1,Cabide é o segura-roupa da Roupa. porque ele sempre segura roupas,1,0,0
W0364C081,W0364,C08,1,1,Porta é o entrada da Casa. porque a gente passa por ela,1,0,0
W0364A091,W0364,A09,1,1,Peixes é o vidas da Mar. porque sem eles não era mar,1,0,0
W0364A092,W0364,A09,2,1,Peixes é o animais da Mar. porque ele vivem lá,1,0,0
W0365E011,W0365,E01,1,1,Buzina é o estrago da Carro. porque faz barulho e incomoda,1,0,0
W0365E012,W0365,E01,2,1,Buzina é o assessorio principal da Carro. sem ela correse o perigo de bater,1,0,0
W0365E013,W0365,E01,3,1,Buzina é o religuia da Carro. desde de antigamente tinha buzina nos carros,2,0,0
W0365E021,W0365,E02,1,1,Grama é o beleza da Terra. ela enfeita a terra,2,0,0
W0365E022,W0365,E02,2,1,Grama é o exigente da Terra. exige muito trabalho para que fique bonito,1,0,0
W0365A031,W0365,A03,1,1,Estrelas é o elegantes da Noite. brilham mais que todas,2,1,0
W0365A032,W0365,A03,2,1,Estrelas é o as mais belas da Noite. as que mais encantam as pessoas,1,0,0
W0365A033,W0365,A03,3,1,Estrelas é o pingentes da Noite. brilham como pingentes,3,1,1
W0365A041,W0365,A04,1,1,Bola é o material da Jogadores. unica coisa que eles usam,1,0,0
W0365A042,W0365,A04,2,1,Bola é o favorita da Jogadores. o que os jogadores mais gostam,2,1,0
W0365A051,W0365,A05,1,1,Planetas é o pupilos da Sol. os protegidos,3,1,1
W0365A052,W0365,A05,2,1,Planetas é o iluminados da Sol. os que o sol ilumina,1,0,0
W0365A053,W0365,A05,3,1,Planetas é o privilegiados da Sol. os inucos iluminados,1,0,0
W0365A061,W0365,A06,1,1,Onibus é o maiores da Cidade. os grandes da cidade,2,0,0
W0365A062,W0365,A06,2,1,Onibus é o gigantes da Cidade. os maiores de todos,3,1,1
W0365A071,W0365,A07,1,1,Cabide é o mestre da Roupa. sem ele ela não seria nada,2,1,0
W0365C081,W0365,C08,1,1,Porta é o entrada da Casa. onde se entra,1,0,0
W0365C082,W0365,C08,2,1,Porta é o a primeira impressao da Casa. a visão que fica da casa,1,0,0
W0365A091,W0365,A09,1,1,Peixes é o seres vivos da Mar. os unicos que vivem lá,1,0,0
W0365A092,W0365,A09,2,1,Peixes é o mais bonitos da Mar. a coisa mais bonita do mar,1,0,0
W0366E011,W0366,E01,1,0,Buzina é o sino da Carro. porque o sino faz barulho egual a busina,3,1,1
W0366E012,W0366,E01,2,0,Buzina é o trêm da Carro. porque o trêm solta um barulho igual a buzina,2,0,0
W0366E021,W0366,E02,1,0,Grama é o planta da Terra. porque e verde igual a grama e precisa de água igual a grama,1,0,0
W0366A031,W0366,A03,1,0,Estrelas é o mar da Noite. porque e bonita igual a estrela,1,0,0
W0366A032,W0366,A03,2,0,Estrelas é o ceu da Noite. porque e azul igual a estrela,1,0,0
W0366A041,W0366,A04,1,0,Bola é o circulo da Jogadores. porque gira igual a bola,1,0,0
W0366A051,W0366,A05,1,0,Planetas é o roda da Sol. porque sempre esta girando igual a o planeta,2,0,0
W0366A052,W0366,A05,2,0,Planetas é o bolo da Sol. porque so fica gironce,1,0,0
W0366C081,W0366,C08,1,0,Porta é o janela da Casa. porque a janela abre e fecha igual a porta,1,0,0
W0366A091,W0366,A09,1,0,Peixes é o pessoas da Mar. porque alguns peixes precisam de ar igual as pessoas,2,0,0
W0367E011,W0367,E01,1,0,Buzina é o papa-leguas da Carro. porque os dois fazem bibi,4,2,2
W0367E012,W0367,E01,2,0,Buzina é o guitarra da Carro. porque os dois fazem barulho,3,1,1
W0367E013,W0367,E01,3,0,Buzina é o ventilador da Carro. porque os dois têm que apertar para funcionar,1,0,0
W0367E014,W0367,E01,4,0,Buzina é o pica-pau da Carro. encomoda todo mundo,3,1,1
W0367E021,W0367,E02,1,0,Grama é o cabelo da Terra. porque ficam grudados e tem que lavar,3,1,1
W0367A031,W0367,A03,1,0,Estrelas é o princesas da Noite. brilhão e são bonitas,3,1,1
W0367A032,W0367,A03,2,0,Estrelas é o elicópteros da Noite. voam a noite toda,2,0,0
W0367A033,W0367,A03,3,0,Estrelas é o luzes da Noite. iluminam,3,1,1
W0367A041,W0367,A04,1,0,Bola é o chuteira da Jogadores. é necessário ter,1,0,0
W0367A051,W0367,A05,1,0,Planetas é o amigos da Sol. vivem juntos,3,1,1
W0367A061,W0367,A06,1,0,Onibus é o carretas da Cidade. os dois andam,1,0,0
W0367A071,W0367,A07,1,0,Cabide é o corpo da Roupa. é duro feito osso,2,0,0
W0367C081,W0367,C08,1,0,Porta é o boca da Casa. na porta entra pessoas na boca entra comida,3,1,1
W0367A091,W0367,A09,1,0,Peixes é o brincos da Mar. enfeitam e são bonitos,3,1,1
W0368E011,W0368,E01,1,0,Buzina é o trombeta da Carro. a buzina do carro parece com uma orquestra,3,1,1
W0368E012,W0368,E01,2,0,Buzina é o tic tic da Carro. porque ela faz barulho como ninguem,1,0,0
W0368E013,W0368,E01,3,0,Buzina é o a buzina e a orcestra sinfonica da Carro. porque faz muito barulho como na carnava,2,0,0
W0368E021,W0368,E02,1,0,Grama é o floresta para os animais pequenos da Terra. porque a grama e grande como uma floresta para os animais pequenos,3,1,1
W0368A031,W0368,A03,1,0,Estrelas é o mandacostas da Noite. porque enfeitição a noite,1,0,0
W0368A032,W0368,A03,2,0,Estrelas é o pijamas da Noite. porque cobrem o céu como um pijama em uma pessoa,3,1,1
W0368A041,W0368,A04,1,0,Bola é o arte da Jogadores. porque eles fazem ela brilar,3,1,1
W0368A051,W0368,A05,1,0,Planetas é o filhos da Sol. porque são pequenos como formigas,3,1,1
W0368A061,W0368,A06,1,0,Onibus é o cavalos da Cidade. porque transportão as pessoas,3,1,1
W0368A071,W0368,A07,1,0,Cabide é o segurança da Roupa. porque ele semgura a roupa como um bebê no colo,3,1,1
W0368C081,W0368,C08,1,0,Porta é o abertura da Casa. porque voa entra por ela,1,0,0
W0368A091,W0368,A09,1,0,Peixes é o filhos da Mar. porque vivem e moram no mar,3,1,1
W0369E011,W0369,E01,1,1,Buzina é o barrulho da Carro. porque o carro quando buzina faz muito barulho,1,0,0
W0369E012,W0369,E01,2,1,Buzina é o moto da Carro. a moto quando faz barrulho,1,0,0
W0369E021,W0369,E02,1,1,Grama é o capim da Terra. porque os bois comem,1,0,0
W0369A031,W0369,A03,1,1,Estrelas é o claras da Noite. porque quando esta de moite a gente pede velas,1,0,0
W0369A041,W0369,A04,1,1,Bola é o chutar da Jogadores. porque quando os jogadores jogão bola eles preciza chutar,1,0,0
W0369A051,W0369,A05,1,1,Planetas é o partes da Sol. porque os planeta faz parte do so,1,0,0
W0369A061,W0369,A06,1,1,Onibus é o transportes da Cidade. porque o ônibus carega pessoas por todas as cidade,1,0,0
W0369A071,W0369,A07,1,1,Cabide é o pincurador da Roupa. porque o cabide pindura roupa no garda-roupa,1,0,0
W0369C081,W0369,C08,1,1,Porta é o madeira da casa da Casa. porque a prota e feita de madeira,1,0,0
W0369A091,W0369,A09,1,1,Peixes é o animais da Mar. porque os peixes vivem na água,1,0,0
W0370E011,W0370,E01,1,1,Buzina é o alerta da Carro. por que quando o carro anda usa buzina,2,0,0
W0370E022,W0370,E02,2,1,Grama é o macio da Terra. quando você cai você não machuca,1,0,0
W0370A031,W0370,A03,1,1,Estrelas é o claro da Noite. uma luz que claria a noite,1,0,0
W0370A041,W0370,A04,1,1,Bola é o redondo da Jogadores. uma coisa que rola,1,0,0
W0370A051,W0370,A05,1,1,Planetas é o perto da Sol. quando você esta perto de uma coisa,1,0,0
W0370A061,W0370,A06,1,1,Onibus é o esgravos da Cidade. quando manda você fazer uma coisa,2,0,0
W0370A071,W0370,A07,1,1,Cabide é o amigo da Roupa. quando você precisa de uma coisa ele esta perto,2,0,0
W0370C081,W0370,C08,1,1,Porta é o ajudante da Casa. e quando você sabe ele esta ali para te ajudar,1,0,0
W0370A091,W0370,A09,1,1,Peixes é o amigos da Mar. e quando você quer ele te da,2,0,0
W0371E011,W0371,E01,1,1,Buzina é o a buzina da Carro. porque ela alerta as pessoas para sai do meio da rua,1,0,0
W0371E021,W0371,E02,1,1,Grama é o capim da Terra. porque ele serve para coloca na terra,1,0,0
W0371A031,W0371,A03,1,1,Estrelas é o belaza da Noite. porque ela e linda,2,0,0
W0371A041,W0371,A04,1,1,Bola é o galoucura da Jogadores. por que ele e o meu time,1,0,0
W0371A051,W0371,A05,1,1,Planetas é o parte da Sol. por que eles faz parte do planeta,1,0,0
W0371A061,W0371,A06,1,1,Onibus é o o ônibus ele ajudas as pessoas da Cidade. porque ele leva as pessoas onde elas vai,1,0,0
W0371A071,W0371,A07,1,1,Cabide é o pindura da Roupa. porque o cabide pindura roupa,1,0,0
W0371C081,W0371,C08,1,1,Porta é o abri da Casa. porque ela abri para as pessoas paça,1,0,0
W0371A091,W0371,A09,1,1,Peixes é o comer da Mar. porque ele serve para comer,1,0,0
W0372E011,W0372,E01,1,1,Buzina é o bi-bi da Carro. proque quando uma pessoas esta na frente a buzina faz bi-bi,2,0,0
W0372E012,W0372,E01,2,1,Buzina é o estrumento da Carro. porque as pessoas iam ser atrupeladas,1,0,0
W0372A031,W0372,A03,1,1,Estrelas é o ilumina da Noite. porque quando tem estrela elas iluminam,1,0,0
W0372A032,W0372,A03,2,1,Estrelas é o decoracão da Noite. porque se não tivese decoração a noite ia ser muito escura,3,1,1
W0372A041,W0372,A04,1,1,Bola é o futebol da Jogadores. porque ele jogam futebol com ela,1,0,0
W0372A051,W0372,A05,1,1,Planetas é o beleza da Sol. porque se não tivese o sol como que a gente ia a praia,1,0,0
W0372A061,W0372,A06,1,1,Onibus é o transporte da Cidade. porque ele leva os passageiros,1,0,0
W0372A071,W0372,A07,1,1,Cabide é o pinturagem da Roupa. porque ele pendura as roupas,1,0,0
W0373A031,W0373,A03,1,1,Estrelas é o iluminação da Noite. em muitos lugares tem luz e as estrelas ajudam,2,0,0
W0373A032,W0373,A03,2,1,Estrelas é o enfeito da Noite. enfeita o céu com as estrelas,3,1,1
W0373A041,W0373,A04,1,1,Bola é o diversão da Jogadores. diversão para os jogadores da bola,3,1,1
W0373A042,W0373,A04,2,1,Bola é o redonda da Jogadores. ela e redonda,1,0,0
W0373A051,W0373,A05,1,1,Planetas é o imaginasão fertil da Sol. muitas pessoas imaginam que ezintem alienigenas,1,0,0
W0373A052,W0373,A05,2,1,Planetas é o pesquisa da Sol. muitos pesquizadores vão até outros planetas,1,0,0
W0373A061,W0373,A06,1,1,Onibus é o coletivo da Cidade. leva qualquer pessoa que seu devido local,1,0,0
W0373A062,W0373,A06,2,1,Onibus é o liberdade da Cidade. muitas pessoas entram sem pagar,1,0,0
W0373A071,W0373,A07,1,1,Cabide é o roupas da Roupa. serve para pindurar roupa,1,0,0
W0373A072,W0373,A07,2,1,Cabide é o cabidi da Roupa. e um objeto,1,0,0
W0373C081,W0373,C08,1,1,Porta é o material da Casa. material para os pedreiros,1,0,0
W0373C082,W0373,C08,2,1,Porta é o utilização serve para por emfrente de casa da Casa. NA,1,0,0
W0378E011,W0378,E01,1,1,Buzina é o barulhenta da Carro. porque ela faz barulho,1,0,0
W0378E012,W0378,E01,2,1,Buzina é o alta da Carro. porque ela é muito alta,1,0,0
W0378E021,W0378,E02,1,1,Grama é o macia da Terra. porque qandoa gente pisa nela afunda,1,0,0
W0378E022,W0378,E02,2,1,Grama é o escoregadia da Terra. porque a gente pisa nela ela escurrega,1,0,0
W0378A031,W0378,A03,1,1,Estrelas é o luz da Noite. porque ela acende,2,0,0
W0378A041,W0378,A04,1,1,Bola é o redonda da Jogadores. porque se ela fosse quadrada não dava pra chutar,1,0,0
W0378A051,W0378,A05,1,1,Planetas é o redondo da Sol. porque ele da volta,1,0,0
W0378A061,W0378,A06,1,1,Onibus é o rapidas da Cidade. porque anda rapido,1,0,0
W0378A071,W0378,A07,1,1,Cabide é o amigo da Roupa. porque ale ajuda a pendura,2,0,1
W0378C081,W0378,C08,1,1,Porta é o xerventina???? da Casa. porque ela abre e fecha,2,0,0
W0378A091,W0378,A09,1,1,Peixes é o amigo da Mar. porque ela mora no mar,2,0,0
W0379E011,W0379,E01,1,1,Buzina é o a buzina o material do carro da Carro. porque ela da beleza,1,0,0
W0379E021,W0379,E02,1,1,Grama é o a grama um material da terra da Terra. para você enfeita a casa la prassa e o pargue,1,0,0
W0379A031,W0379,A03,1,1,Estrelas é o uma lus da Noite. porgue as estrelas elas dão lus para terra,2,0,0
W0379A041,W0379,A04,1,1,Bola é o a bola um objeto do jogador da Jogadores. a bola um material que chuta que rola por campo todo,1,0,0
W0379A061,W0379,A06,1,1,Onibus é o taxi da Cidade. um material gue roda a cidade,2,0,0
W0379A071,W0379,A07,1,1,Cabide é o o cabide um material das roupas da Roupa. o capide um material gue poe roupa,1,0,0
W0379C081,W0379,C08,1,1,Porta é o a porta agerua cada casa da Casa. um estrumento gue tranca a casa,1,0,0
W0379A091,W0379,A09,1,1,Peixes é o cerpente da Mar. enfeite do mar,2,0,0
W0380E011,W0380,E01,1,1,Buzina é o a buzina da Carro. do carro faz bibi,1,0,0
W0380E021,W0380,E02,1,1,Grama é o a natureza da Terra. a natureza é boa,1,0,0
W0381E021,W0381,E02,1,1,Grama é o capim da Terra. porque e quas igal,1,0,0
W0381E022,W0381,E02,2,1,Grama é o mato da Terra. por que e parecido,1,0,0
W0381A031,W0381,A03,1,1,Estrelas é o lampada da Noite. porque brilha como uma estrela,3,1,1
W0381A041,W0381,A04,1,1,Bola é o planeta da Jogadores. porque é redondo,2,0,0
W0381A051,W0381,A05,1,1,Planetas é o bola da Sol. porque é redondo,1,0,0
W0381A061,W0381,A06,1,1,Onibus é o caixa de leite da Cidade. porque tem o mesmo formato,2,0,1
W0381C081,W0381,C08,1,1,Porta é o caixa de lápis da Casa. porque tem o mesmo formato,2,0,0
W0381A091,W0381,A09,1,1,Peixes é o baleira da Mar. fica na agua,1,0,0
W0382E011,W0382,E01,1,1,Buzina é o som da Carro. porque faz barulho - porque e o som,1,0,0
W0382E021,W0382,E02,1,1,Grama é o capim da Terra. porque o capim e igual a grama,1,0,0
W0382A031,W0382,A03,1,1,Estrelas é o luz da Noite. porque ela fica asseza,2,1,1
W0382A041,W0382,A04,1,1,Bola é o globo da Jogadores. porque ela e redonda,1,0,0
W0382A051,W0382,A05,1,1,Planetas é o sol da Sol. quente,1,0,0
W0382A061,W0382,A06,1,1,Onibus é o rua da Cidade. porque ele é grande,2,0,0
W0382C081,W0382,C08,1,1,Porta é o e troco da Casa. porque ele e feita de madeira,2,0,0
W0382A091,W0382,A09,1,1,Peixes é o a baleia da Mar. porque eles nada,1,0,0
W0383E011,W0383,E01,1,0,Buzina é o cigarra da Carro. por que faz o mesmo barulho gual a buzina,2,1,1
W0383E012,W0383,E01,2,0,Buzina é o som da Carro. por que ele faz som,1,0,0
W0383E021,W0383,E02,1,0,Grama é o tapete da Terra. por que e macio como a grama,3,1,1
W0383A031,W0383,A03,1,0,Estrelas é o luz da Noite. por que brilha como a estrela,2,1,1
W0383A032,W0383,A03,2,0,Estrelas é o olho de gato da Noite. porque no escuro brilha como a estrela,3,1,1
W0383A041,W0383,A04,1,0,Bola é o tatu da Jogadores. por que na floresta ele rola com seu casco,2,0,0
W0383A051,W0383,A05,1,0,Planetas é o bola da Sol. por que ela gira como o planeta,2,0,0
W0383A061,W0383,A06,1,0,Onibus é o baleia da Cidade. por que fica bichinhos grudados nela,2,1,1
W0383A071,W0383,A07,1,0,Cabide é o humano da Roupa. por que tem gente que se enperequeta com o cabide,2,0,0
W0384A031,W0384,A03,1,0,Estrelas é o luzes da Noite. NA,1,0,0
W0384A061,W0384,A06,1,0,Onibus é o meio de transporte da Cidade. sem o onibus ninguém viajara,1,0,0
W0384A071,W0384,A07,1,0,Cabide é o armário da Roupa. si não tivesse armario não tinha cabide,1,0,0
W0385A061,W0385,A06,1,1,Onibus é o meio transporte da Cidade. se não tivese ninguém ia pega,1,0,0
W0385A071,W0385,A07,1,1,Cabide é o armario da Roupa. se não tivesse o cabide não podia colocar a roupa,1,0,0
W0386A061,W0386,A06,1,1,Onibus é o meio de trabate da Cidade. onibus e o meio de trabate,1,0,0
W0386A071,W0386,A07,1,1,Cabide é o armario da Roupa. o cabide e com armario,1,0,0
W0387E011,W0387,E01,1,1,"Buzina é o voz da Carro. pois é ela que ""grita"" para avisar as pessoas que o carro está passando",3,1,1
W0387E012,W0387,E01,2,1,Buzina é o plaquinha de aviso da Carro. pois sempre que o motorista do carro quer avisar alguém que le eestá passando ou chegando e como se fosse uma plaquinha,2,0,0
W0387E013,W0387,E01,3,1,Buzina é o despertador da Carro. pois é ela que acorda o povo com som que passa enfrente o carro para não morrer atropelado,3,1,1
W0387E014,W0387,E01,4,1,Buzina é o barulho da Carro. pois ela faz barulho pra avisar que vem o carro,2,0,0
W0387E022,W0387,E02,2,1,Grama é o verdinho da Terra. porque é verde vai!,1,0,0
W0387E023,W0387,E02,3,1,"Grama é o cabelo da Terra. protege, deixa bonito e se penteado fica até melhor",4,2,2
W0387E024,W0387,E02,4,1,"Grama é o o colorido que deixa a terra mais feliz da Terra. porque é colorido e aí da uma ""colorida"" na terra",2,0,0
